eigenCoordinates,labels
"[-32.960833286781124, -56.629717547143215, 31.293576618019245, 27.083568072651023, 50.33502997214178, 33.965841758730065, -17.07215901805824, 18.044683242971832, -57.97827277593369, -57.90043640908323, 100.43267477324827, 77.99370242224998, -21.11449897737426, -40.292200188640436, -36.691155983659286, -0.4268814837228714, -35.595692871983545, -27.78519396585334, -10.507596918284262, 19.288791935072535, -109.71676475074776, -31.937990588216316, 55.01012839615002, 8.37947280217232, -55.52022137157835, -35.94303062422762, -14.296883215869073, 46.10373353718949, 83.54920487430164, 9.652507207101017, 40.80435875235289, -23.237477231149484, 26.23274032541663, 36.553243827790375, -34.955283406651795, 3.116520882231879, 24.199539180792215, -105.93223185041902, 35.19356585347388, 50.97884652853054, 13.587845163793874, -48.027651729999285, -106.92202139425675, 11.24070922197578, 35.42860886373962, -43.53329676460474, 75.24929401559422, 54.66728438028423, 48.431859761977236, 108.11678246932411, 39.8512869375187, 28.58446752545657, 35.222843622420385, 52.58110695655796, 57.333816215931826, -54.53605946951998, -9.888302128240301, -23.327607837658718, 3.013948633017897, -8.305180717463069]",person47
"[-49.85787690328884, -86.75442874219213, 110.75613298452069, 38.49619231586699, 55.54811334573242, 31.419738680403853, 20.83108185435279, -2.4813179642761938, 3.5156931246203698, -67.28755570425692, 39.06736169127363, 65.8674208253803, -20.896745303502, -9.837046865196239, -48.557013355202656, -8.724556968196044, -57.86346197606626, -116.74200029248871, -86.41585102337783, -8.41202292355728, -112.32190187686338, -158.3244195413082, -33.952937062382425, -5.1019043527360495, -43.81658534280005, -23.151928151233847, -36.87178894501891, 80.46117777863222, 70.04437531016934, 131.28240474210648, 124.78647942645249, -102.29285599722017, 46.44369613224749, 40.8104469384421, -14.381056349612813, -20.249765622856884, 30.063865531751812, -144.10056838321933, -33.04753997916156, 50.26753937200678, 18.438090880159013, -25.728741785578197, -98.68626638858541, -42.96725186550223, 117.65789504459795, -36.98545266192224, 65.41365231372936, 0.323733495625246, 99.86152258783329, 6.305297398331266, -20.317238277574695, 0.044288844771934066, 49.416547370741945, -12.62500566007829, 111.75899164363526, 100.5419176907693, -2.311031625560351, -18.695154787372886, 12.970668088002554, -50.294482320519634]",person40
"[-53.11260448417869, -118.00776333146581, 184.12732910985136, 1.563940544508334, -27.97574550613888, 57.21549229696396, -63.88605777159718, 56.79675858012797, -14.074418128911923, -55.99589156002342, 61.03121629196019, 51.237188034726486, -37.00113927491888, 66.31214143482863, 18.262379899797683, 44.23920644913295, -11.992038234640633, -128.92885188296506, 35.71678614658691, -0.6848261829596396, -79.96004234592112, -87.5369775005889, 76.26250335506863, 25.971535330784867, -140.47203180471158, -43.45847970353391, -55.472642174879674, 89.54800718731961, 41.9758388180163, 6.70864929088264, 36.8757503147064, -43.06906529825934, 19.488644952741076, 45.78877981204194, 70.0610830794588, -50.791133454578976, -14.786667426530055, -41.4845459825472, -41.635718210357155, 49.5223311206802, 41.60006961516059, -54.27812281742427, -59.449459302004335, -8.458964203017537, 42.06524941470404, -35.66434663308212, -30.682777728746018, 68.17228396537445, 185.7617736380464, 78.47814228534244, 49.155002486053746, -20.958599233544668, 20.622459024793415, 0.5397809428647014, 87.50696981026127, 94.04594335694405, 22.069752186744605, 61.46367030074171, -15.833536215269973, -129.62545521078434]",person49
"[72.83177779802989, -26.58835951014436, 49.31474012905494, -35.623656878898196, -4.22931272795985, 46.164847923238895, -6.018422787226196, 52.8739154953633, -1.0916282459527409, -15.20624795667365, 0.9350258519790664, 50.015378656289094, 61.641762249807655, 52.98479941635211, 13.121104483084677, 7.177387609737085, -40.21986902469244, -31.582808346356114, 5.5629051881644465, -5.10595197665279, 35.28648071606091, -4.03320869085253, 75.3135221867206, 13.646000031038973, -37.81295092382537, -46.60631707831256, -3.298118784297623, 27.81071941491394, 95.9312247683276, -34.05279940322255, 35.00439503044068, 39.77958369079147, -15.487800816731514, 23.547496173567723, 91.37082987817251, -4.69576113358838, -45.15800630629472, 33.262983304767815, -18.612762191099677, 8.214954465593589, -48.25207315133787, 6.820238010155556, -64.30445895563602, -58.09366453596036, 13.556752967570265, -5.537222891568192, -2.2561051675332813, 54.68199639731455, 71.7362147862629, 20.22163608896657, 41.31373736248331, 36.02545055759891, 12.684112355884906, 6.021376967756613, 21.733276726583217, -36.25759591884709, -45.923397594670874, -14.351362204854226, 1.7167093636677464, -66.74380329337818]",SM
"[-39.98282273833312, -191.643654822955, 102.58000313321098, -28.98089004705652, 41.97289580838347, 20.956881811317643, -76.44442734091757, 67.90158006331787, -55.456740263856254, 6.908410153338437, 80.6052192436672, 100.11562022148777, 3.8587382718401813, 52.43186785265075, -24.345449976952658, 42.98000378643976, -2.0956154794746027, -85.21834655438721, -42.16300613067553, -14.62825425371615, 9.819912127665173, 1.3843708853051382, 59.02516493296966, 49.185575036717914, -105.64458115306178, -45.19059079962834, -52.852762676801106, 63.63225150413468, -14.397609079792868, 24.831348912758088, 58.362463320093774, -31.642019005993017, 14.971184538456633, -8.452780014073312, 21.81766346308667, -1.3505714910182363, 61.87976019150864, -118.00415185078764, -59.62228535552305, 22.43775078182859, 38.52805769830573, -12.982320710674411, -94.33868906047465, -57.05787161498384, 44.47686190642125, -21.95173861472519, 31.837997817414255, 98.93273169522735, 46.75810948764452, 62.46641568897698, -12.483476100780198, -53.038070652920936, -15.85910796166746, 114.66761088929911, 44.253582151336744, -9.522677509322545, 34.87755141937153, 51.05687422837388, -18.50499587617341, -66.33984731470535]",person57
"[-40.68297964679247, -34.72574546181576, 40.01473407066348, 35.07754927708055, -15.387002026710764, 15.585420929560692, 58.80946841716487, -51.20180482606097, 23.752106825959125, 29.031031002165616, 18.380759064319278, -1.325357018615681, 25.068520615345353, 20.87876372145525, -74.61191403661283, -5.524745868497039, -58.21290769586297, -36.265287990887145, -76.94941146854076, -46.6265097758094, 26.80980507429134, -21.988938868167416, -12.73929520650055, -7.390906526300345, 27.003242782001756, 6.029282291023743, -17.46843498557884, 30.10612361621036, 4.737617808134328, 44.187499924972, 5.129579057004328, 27.152053962578556, 39.12108445694474, -17.53880167737617, -79.93739265478135, -22.434621570323152, 14.318913205004407, -69.03203046744613, -71.49314546565063, 73.57340542694119, 20.7139428847296, 77.08769979552707, -60.717948274079134, 50.92479945878016, 26.49520056910791, -34.91539874322837, -3.060432726705079, -16.767482922907554, 5.361086906639166, -66.03594951185889, -26.241352100546802, -38.424262127572405, -36.10540063854426, -22.332774512505935, -16.65198716513663, -35.61838471879306, 63.1299454855215, -23.163129634268017, 22.695572538331213, -19.56871453857724]",person59
"[-12.297079264845838, 24.942983286406708, 59.487098681490956, -10.12200095334004, -5.706511863381412, 7.569108232964446, 19.444400309534736, -22.99766744523951, -14.135774927043627, 59.16617088680205, -9.912349252312543, -15.875699557524765, -0.44817782127811867, -29.002911436573996, -39.27571367930487, -24.74401284463626, 3.3533359185078027, -22.737604264132717, -41.460759305046764, 18.20555904435313, 9.120751709314302, -16.092058840469406, -11.258083011734838, -0.17876806192011063, 28.549960151917148, -6.697387158110519, -16.545959271092773, 23.147479114172125, 8.498206039379209, 134.37595089164626, -32.21706168211824, 13.956618887616369, 13.887737409388748, 3.985376180585053, -93.46842517719446, 6.575478973329195, 7.727373148601442, -76.44097303162245, -16.05996623973629, 44.14130062416747, -1.5216306074657648, 35.57393193547206, -72.60857700012332, 26.977426281226133, 39.41647661231482, 13.589468070163512, -22.138259722681802, 36.585277164662514, 71.05513609821273, -8.232087258506699, -40.39518778537882, 32.91291292361738, -35.64305788110254, -54.502749090985155, -9.425875757539638, -31.216605433624597, 96.76749542560017, 29.18000917351624, 21.45673093776687, -5.533560587504079]",person2
"[-99.34966297446371, -8.464786133538972, 75.2046861157088, -17.232931684286704, 69.66217180573881, -5.7280436454589605, -42.25080212468342, -3.1914736213899175, -85.6290241593189, 25.33456167503218, 26.46991988173874, 35.75792450443126, 21.482919158593404, -7.3063014013226635, 19.694374522620617, 45.61069019388318, -75.5456901167003, -105.98107713147323, 8.703601776513848, -16.172289798467542, -61.55245132171945, -96.0159254513304, -4.19394417857, 22.291289697001865, -69.96876272506843, -99.72894788461802, 24.787498652966143, 22.922542470355474, 56.61843492498546, 92.77691778437317, 63.11545335704916, -161.7178087812502, 19.970602112478748, 107.55021952510572, -42.075603818236445, -21.260754505964, 74.67552397597606, -111.3965462603062, -107.19502639883773, 69.40940479981697, -2.6681045781354413, -3.287238973307126, -100.38477306155778, -104.92963160585529, 66.33971895081295, -0.21802808511497318, 62.59598836153321, 30.774381080050212, 64.51100306098624, 42.06782094390685, -20.200949116512668, -10.528322479812758, 58.93776868419104, -32.49598441347712, 51.427823687026375, 96.71503577009325, 40.030742315056976, 30.244433337944827, 62.832508451751686, -94.16534536189559]",person23
"[-79.88423935480314, -84.324640351128, 63.83330104336863, 34.25662807152756, 52.79511503480231, 34.93692385441685, -58.072237930585345, 58.97146751886277, -12.50788472249979, -87.68725199164318, 28.97690146624294, 65.35071362964524, -34.20425277066294, 34.939625029055975, -105.29713047736648, 6.625323478934664, 72.34606278189955, -26.762490221520544, 22.563772374083708, 38.022037271759615, -103.55281809080881, -68.84446448377254, 24.306986224545383, 34.524198459565035, -101.33292644813449, -94.0572024369054, -47.97566389693066, 23.141819872150926, 77.73848817380008, 14.006527185921861, 8.475098659055831, -88.92000852472187, -6.3929486061415695, 66.52226889682646, 1.1857171286355168, 1.092603279768948, 17.974884611723727, -114.00467184983933, -56.35441693998928, 62.36406275612177, 28.082630109127425, -22.40912630960944, -101.51578588559015, -39.07554582889691, 30.811685569908033, -33.92675701550376, 62.265533681476654, 2.2063279584935023, 106.4924224359676, 57.21144420326823, 14.68197692674746, -15.900254026919779, 50.34358018929527, 29.69432565234005, 81.28493477436221, 36.43749358343038, 1.5046301526069037, 30.415565444185575, -33.16033215929674, -121.37801130733048]",person24
"[-48.38132937048777, -71.64479395534602, 165.8875068367856, 74.03943200122991, 36.80929302951295, 51.55516928105584, -56.42958466376766, 10.430581389472728, -30.4143513385589, -58.07560974066274, -48.024588796015784, 62.75667788289357, -5.778626843384636, 74.62305394004379, -27.5754387347232, -4.222868269967394, 13.586224227629277, -98.82836144309606, -44.31463732298913, 91.11822914872994, -58.81897080169661, -110.15509738244914, 54.05866661232441, 4.095241932317691, -131.89041618224383, -50.49681737746925, -81.84482390920056, 71.72949725468945, 49.09301169356622, 35.86906577620596, 105.3492580578854, -113.42412180631703, -18.41912428294349, 96.80423696279263, 21.490067464626392, -12.224004630541565, 42.54717791934988, -97.84154287060733, 20.91167905762601, 88.01847325868353, 72.55475489192018, -23.265712433227662, -59.38193824204383, -40.60337687176519, 86.66749219736604, -72.50523710081966, 30.187372692618197, 6.180477233492065, 160.32299370902308, 30.295043815286007, 66.77338065887557, -28.532119764295736, 34.77938978546828, 10.452494454882512, 107.83975031433557, 47.69255885608923, 2.752753320160746, 49.10711951646872, 36.584939226824304, -107.62372162919023]",person52
"[-55.87295035313304, -90.25562606711324, 23.642858364903127, 75.33457859385982, -28.266232544928133, 83.40317962047791, 38.08609953867513, 18.558126753324988, 25.485415302311225, 47.39504006696405, 130.39784614194306, 29.006421454561522, 19.080397982896766, -41.76223980260979, -55.635078912326165, 19.10264638842225, -70.97073609336397, 74.1001032687124, -2.6557262788918052, 0.8781676222872772, 13.635588995429915, 78.82468306248114, -59.364748604910474, 26.32758503487257, -110.05974931313014, -21.35665964323059, -65.97517606766252, -13.024315558481682, 52.0769174663009, -30.76156914565996, 6.813799458566926, 11.195746065934749, 1.299275033157386, 37.30652526126048, -51.85239119422785, -52.64239228654165, 41.48926570336593, -108.78181181285386, 41.79008351540031, 97.33617458221285, -48.82509872385491, 44.58675596063957, -50.22701544230489, -20.369119875975585, 28.859373926694353, -5.797801596093809, -6.564895545657507, 54.77969573684605, 2.2307865915086786, -18.786531998727536, -4.493087778065357, -51.00686094111214, -29.664416980881875, 20.455697587327233, -45.8534080865542, -40.31724673528137, -16.610308578178042, -44.13986317888728, 56.14409394064518, -1.5007497313696874]",person55
"[114.40101564826087, 19.08447526771067, 28.69457964030167, -29.94877839645774, 18.69610684716597, 86.69433000274731, 68.96735019908486, -8.055281382060564, -85.67104127184163, 42.61244118447123, -110.83739536108368, -24.500752426197415, -21.55696844106313, 18.40204535712318, 39.30754318393776, -58.06214947009799, 10.870516502432604, -42.54766400293531, -53.9916318465748, 33.391516914849646, 47.589916158124815, -2.572110384402616, 40.57563320419329, 76.79790030799325, -37.73058776756395, 50.23233221369166, -49.07044570668524, 74.30674969566515, 46.47641199629614, -2.099513442192542, 13.700825322019323, 55.26657459531631, -39.939763814901724, 62.122289232323304, 14.837560921472917, -20.117236803335125, 26.95233266358021, 48.532083003258265, -128.53148101733305, 3.1767160160931383, 34.153878419917504, -11.400487649151774, -3.269019124905526, 27.190781893684903, 7.69691718039155, -99.86518708258532, -57.44870366694856, -41.517849303531214, 116.02290898452216, -28.063892720166702, 51.75284903416011, -34.538268755439724, 9.042601880957443, -37.7224305499582, 55.09594143168442, 18.186264471842378, -7.871770617231974, 43.47110063501996, 32.94487807535954, -24.32614716097924]",CL
"[-69.55466922935386, -133.22699703180425, 14.244453078641515, -67.80592434704606, -58.37450828887013, 29.660512953300422, -39.1927484324898, 20.271811822347384, -144.03934819033336, 23.1624103346656, 20.926228376426717, -33.29946735979451, -2.2905621220116785, -196.1626898353208, -27.959049999186785, 42.22973777698849, -33.538256429549186, -23.385785162678733, -34.314704696980954, 32.63830876551877, -28.950522321480047, 7.090242698111072, 46.78298162841765, 0.7356738914870959, -22.681269542738633, 43.42256647591895, -25.829631379592357, 13.196452057239519, -25.582860977583543, 105.35833417593378, -22.176010121383214, -123.07206746692104, -7.858388014682582, 18.445014130775053, -11.400209344994119, -141.72812572059706, 39.93640233736789, -12.622593950268369, -83.94263217352339, 43.00778146082829, 9.503644491270723, 32.4304470130013, -76.88452933666944, 7.75185108268321, -26.407911045261393, -93.70105262153378, 30.951564236300296, 43.46609581593056, 9.925074808238929, -10.765200327861505, -31.90777451635482, 39.092345929230106, -62.47415975661666, 51.290968689569894, 29.01922784575431, 17.89819869721404, 108.5149115545007, 81.33977442877, -10.925833695874081, -13.179313464090253]",person28
"[5.787250788661986, -58.98154710948549, 14.838239756135035, -52.596199622223665, -20.696888562041973, 34.777413300667114, 26.382179195976917, -0.5312743764110728, -64.52752228760048, -31.43501972116228, 62.176741957117045, -33.65873768119788, 33.28230760455662, 30.718467683454417, 6.144508641203458, 9.276493846841, -61.18883577113456, 33.17873313648702, -26.549514950204543, 27.386042397743292, 86.13213521482669, 13.502611601709123, -40.6226449239643, 13.922268243222142, -38.39759860101444, 26.528757888262135, -10.547126616050882, 61.1676123843359, 10.263444162588858, -7.709984168768067, -49.0713578825825, 21.925522865429162, 3.1769089292554398, -10.360376492149243, 4.154540661898508, 26.427023156457246, -30.148196922224173, 24.099950623966798, -87.50293424281918, 79.61326757375014, 11.655149147128064, 11.923234180849484, -97.44762806751461, 58.863007863736485, -26.560492606811067, 1.3725249040359344, -7.054259161744769, 24.708930237008026, 39.18131001633202, -12.17179542455058, -46.975502877559634, 47.8066596524167, -112.22972939538255, 49.968016760609736, -23.352271406565936, -25.857537814676935, -2.7077343728808185, -26.562030356356566, -26.40224283832986, 34.92462195127894]",person26
"[7.665918378633695, -126.34777722261586, 65.77333774813027, -24.729048528206246, -21.94147683121092, 15.649075081283257, 18.8077878473429, 28.72123752763546, -85.52761268210234, -11.303101954962344, 107.10673205505464, 10.471255938983987, 4.52083583396114, 46.94566574371979, -55.5192942836351, 62.23358549784419, -84.36154731039676, -41.038957599147736, -1.7151586668007592, -34.99778530679597, 71.04092637722694, -62.90688040802014, -1.2942908755055242, 29.488623447737865, -155.309324672745, 32.901063895091994, -27.652880335045666, 60.318751305725954, 58.790564027126315, 31.302885743110515, 21.72775522315529, 14.739330573271609, -7.520042519478114, 36.7257258587077, 4.916876021411916, -36.71863465190473, 22.50506217010426, -56.042828933492046, -79.18786284258346, 143.10277428015826, 22.95342561766114, -1.7852755746486721, -37.94839938232852, -26.391202246254807, 14.619352976891534, -28.59294594196661, -22.80754903016841, -12.540724624226236, 78.68291615498762, 79.98362159396792, -1.7732030317664513, 61.45762392869575, -51.89404147228006, 59.349518627725715, -19.87076762210747, -5.495925171281658, -13.264252656134516, -20.619220524237615, -60.68789937409665, -11.351989875247423]",person71
"[-48.99237944690816, -40.42351910728091, 61.98660470602087, 103.39730560808717, 32.505763911397416, 23.37288601281236, 65.52234792164408, -12.708952401420746, 8.37532865483847, 11.07531684600881, 100.64499782658075, 30.003015994029894, -9.885541719702779, -26.45154635397453, -42.116921714463174, 14.001483469769205, 10.631995264012625, -105.54241391155674, -92.21330651180055, 94.48231581535342, -117.29413510632685, -68.81061779254784, 2.085160547231915, -13.699606873631339, -173.25757637003338, -69.51691722346496, -75.14595862485294, 59.194775286897006, 16.890731861040955, 51.45854414823054, 100.95685389414135, -89.24643989506458, -11.20546904069731, 101.68245735638169, 18.777909948337502, -101.81958303595746, 77.54584516115753, -107.62399998823435, -109.34923971256697, 98.73676282955452, 9.198400039755734, -47.03340521912545, -16.38063161490063, -111.18652636912715, 110.00187829738161, -52.794305273776686, 61.045811515877304, -41.01593411312808, 108.57934027246378, -30.17066901797384, 29.17030575990789, 55.499880275587785, -20.00552651764457, -9.360754096352451, 31.097457240468046, 100.9978641162344, -1.0834112132363032, 40.99695524379172, 50.73462310755352, 4.41191978847543]",person31
"[39.472643256470754, -57.135690413697375, -26.64803357324943, 58.783355443751226, -34.58479016243127, 42.776730667744005, 83.69324801033021, -3.9728966301268738, -52.25522801972023, 31.70442976593141, -46.21390797809606, 6.9023583639379815, 18.44792370230702, -75.10643995939748, -45.158429154955215, -28.663624770677778, -59.72183317933954, 8.049951063067926, -49.38987640103599, -13.925208416094264, 46.11557753297979, 111.28273747395765, 15.306308609953057, -37.59375000645904, 35.54151588209767, 15.128716638377167, -31.365815573004667, 24.011458048608525, 31.519195089267793, 45.88118057005633, 26.249633188542113, 84.25121101783324, 11.60345035103991, -41.29623829634257, -13.928355611387671, -26.86524237671903, -7.692862543032467, 10.578479394234748, 22.68565906433028, 9.908272119886705, -22.678367902507137, 27.68139676534537, -42.33392057853969, 22.847842666607065, 43.48417684632149, -15.820469794071954, -29.148568190969712, 41.678820396123314, 109.00033901885857, 23.07946085354746, 9.45600042301556, -34.28208990210364, 4.831386654390332, 37.997368939356235, 9.032539751518387, -77.634743313588, 61.47615007140025, -23.572037608863766, 50.499968660607394, 35.6415388437357]",person64
"[-44.017003939542164, -114.24565496554257, 67.32949743939864, -14.915553066111642, 26.784752661806408, 23.063725674714345, 28.424694162048375, 53.33024095775368, -63.01035472413733, -23.2662498678108, 32.97688066639173, 57.36791256414575, 27.040191297146997, 23.041034432240096, -20.791642497004986, 44.76176680007755, 23.763337818449205, -68.45472630034396, -77.12331881246143, -25.406703254151573, 26.32664066964885, 14.703212910812525, 73.76092539762983, 126.29558648604015, -55.80028708221313, -1.3466980169443303, -68.93082298297468, 78.14304615698754, 28.068983581973555, 37.33772420689067, 23.054941655992465, 29.12742923434262, -9.758327290596437, -42.666715788873944, -33.83705475751316, 27.173831067419258, 40.9346627061318, -85.95969571574172, -75.13989462117597, 98.22762302432483, -3.9409242239765234, 40.65784099464086, -75.17779958253736, -37.83635033726286, 71.44431287151917, -68.51706797835217, 1.2369863638230392, 56.97356693120077, 53.13739379059713, 75.13461941785594, 58.6550000073609, -12.660765074563171, -9.18935467909909, 136.71256476514458, -25.12894381966304, 18.221239054560833, 47.54225981375367, 13.925569373003746, 30.523579367368566, 9.383639465156062]",person19
"[61.16381942593913, -39.190188928281884, -19.109687965288888, 30.70803446601111, -16.335712315113582, -23.007550219766006, 42.64256177680457, -51.63541767274771, -103.65985259668527, 7.237562048875918, -65.31018720904481, -1.5561510566161125, 45.390975419648754, -59.68070193659425, -43.71973033067826, -13.31921636743742, -58.87385319527506, 60.936747570564954, -42.97954310376552, 14.83068935624885, 37.75889988915306, 87.12726851900567, -5.7975312156996575, 11.98542291779771, 42.50589859592017, 69.24848636259748, -31.777098292754957, 19.367704604449994, 27.513423540682947, 38.72506384693269, 11.537676043418598, 73.32925808007604, 8.507913361173301, -44.1333111360603, -18.62394996600562, 30.481569668088824, 1.6538509460977977, 10.236849091616499, -6.955427026924745, 53.02216336480744, -26.008486736137236, 29.026702348104585, -67.18368971823662, 3.4772718408140193, 25.936832690729894, -29.582039137462566, -40.46490527523898, 71.65201161348452, 99.87744138024502, 64.43499745025102, 11.742108723677418, -12.461228214895547, 8.401620128456823, 5.181775387579201, -1.3706979786726805, -109.81988356789068, 75.46607526049206, -14.097251569679425, 14.606816589224113, 35.0069921484551]",person64
"[-105.76044168672261, -79.95837789145408, -16.72598528432936, -119.5513734363893, -50.98130207821711, 20.0200067413693, 8.885456762800827, -43.51988797111318, -98.35993568618301, -19.171426306474906, -12.49169531331179, -82.12557766124257, -11.752094292944868, -172.43687433719342, -31.641860035935032, 8.116554049856394, -75.77741461787747, 13.975789415307833, -117.80264217127629, -8.899900120408843, -8.635299386589605, 14.705109893747135, 17.282677620632544, 9.448079374159562, 47.11871675520979, 41.396200756933915, -25.935480575168746, -12.094654172162494, 59.265775058598436, 125.373244179414, -28.51378007967064, -146.8905332978453, 24.359661543975662, 27.47340328141234, 49.32490910960703, -131.4594866337469, 61.13457580707035, -34.18424716692002, -130.7136094087359, 3.8411492030000716, -56.50327370278981, -25.57105470907304, -78.92249734069591, -17.711071662284468, -24.547392499148934, -135.43858049400257, -14.985329343898172, 17.778597698046063, -39.64753648822178, 7.002048699342293, -49.7241503773564, 47.32700328618454, -103.88447683557814, -3.8061144949883, -2.700500943374273, 38.91946889492462, 65.45958421800383, -13.634145832297055, 45.79339579569101, -7.733230035174118]",person28
"[109.07719432608422, 16.721165438128914, 32.36892037425824, 9.0132943641471, -41.442083062833795, 57.10467184834958, 37.579681236419816, -7.399266432198622, -36.16644704390926, 42.2095873354681, -69.96873194745467, 36.15734858291658, 7.9127119487997986, 35.934107202892825, -3.3729363567733035, -48.64859536203758, -4.846769823833686, 16.527155146302416, -81.8064628630566, 61.128378616518475, 50.067259041545356, -9.497821284531668, 13.417171884743766, 80.23291368745832, -36.037862777103186, -2.7814935165518335, -27.70765016444831, 60.93929236882603, 22.734556644687835, -41.88161593612396, 7.251611640692254, 29.172773624470587, -14.397079975939793, 17.244215676617497, -49.28551433411617, 12.553392266461824, 2.22479604104975, 101.00146958983711, -77.2388173833472, 36.58929623393684, 1.032326508902818, -17.6513286979533, -1.214126360056258, 11.98463823632502, 8.958712571399312, -32.56832313800402, -20.21849302722289, -11.445081985602084, 141.24765647131642, -16.978846031725507, 60.02486724563266, -23.753564245401737, 22.314128075294228, -3.8488518422307223, 53.01331579306469, -39.91630175528543, -9.555290490955745, -5.589908333399001, 42.15361976076838, -44.43542465037371]",CL
"[-66.0169020311471, -93.42622449479586, 96.46220197109706, 8.848586672878838, 51.0806048566694, 57.79979310400802, 0.5562941610265959, -2.89184932904581, -46.48044480987274, -1.4114580592414256, -31.93179826893217, 104.09626624003539, -40.66540991814129, 64.65174963364116, -6.409273685299695, -32.62903807605234, 35.9092925061925, -209.1335169099628, -63.60506582057282, 62.4915759797387, -155.41913506401758, -113.02973928985512, 38.52533747939171, 8.999015658299228, -114.47094570452018, -77.44465430492268, -84.59558669136946, 56.576364428839746, -18.182017020280032, 88.36003076477562, 61.76835819511983, -132.85545276572685, 2.1915069890802563, 74.32980891148655, 6.11932495516043, -28.604313443782857, 74.94227968279867, -116.06205040552263, -34.776779055480425, 92.89838371220503, 19.656783401950698, -47.305601621841966, -84.16404847125648, -59.40779003664351, 82.91860289580433, -150.4355666392659, 41.641458651672046, 4.208228514950051, 130.63011097785233, 24.92207911878725, 27.2067118170377, -40.220081488330806, 115.08376610515339, 17.372849949235874, 114.70218374235483, 82.60195853293737, 80.96953366175818, 47.396376880251104, 34.02507880903088, -65.68159168403767]",person9
"[-13.266948100243322, -137.59132252469504, 66.48012831810266, 96.75642440746867, -17.51874672422315, 109.49149228296062, 80.35707747269488, -22.02864084630066, 46.12404688527818, 14.138987113927968, 62.58762966883614, 24.506553343413263, 6.1664626531117905, -64.48261650573903, -56.00953509371026, -51.42728225893125, -66.49624586410522, 30.18248872965171, -73.0100279273801, 17.99083061702272, 20.99846629548542, -11.62137144432291, -26.708454911915275, 15.661335980803877, -53.74075304180786, -59.93675322449164, -111.2521968037371, 25.29255223487996, 78.33240041294957, 4.658496380846167, 37.71364911736893, -5.254142999744879, 3.4932475208856104, 12.874005020120817, -70.12585398313273, -32.4663254127245, 52.47346629348799, -131.59164927051694, 13.392269259688028, 108.26696899743149, -74.58906512576016, 46.75355535666703, -87.40982619751668, -10.902869495870458, 38.78450880390264, -10.629191204059476, 6.337296719441454, 43.76849125076288, 11.0944431111233, -0.28982232360411686, 60.28643428953177, -43.26281359184121, -6.215147438513105, 30.820046866897272, -52.344906734125274, -80.51439604521906, -23.463439401304043, 14.990673521133782, 98.85889955502446, -12.419920454098754]",person55
"[-47.385627612423185, -75.68890381039024, -25.25532585219949, -22.876218148059166, -12.718811802652596, 77.80710096772344, 16.038829835173544, 41.86265083669185, -107.8763581097092, -53.370587504096754, 68.58585152303374, -26.802248389911114, 38.629701697443856, -27.93480925411101, 22.39957185528754, 64.61232330710254, -7.165894919746542, -44.75680180529618, 13.452492921994544, 0.18512293080928544, 27.257356685979083, -8.616585218463902, 26.625557224112928, -15.591577502365919, -46.781194986251386, -28.81928540241522, -52.17486556211703, -11.278022318390038, 25.358498212636505, 63.86985920795006, 1.1537125831694959, -32.882606612104816, 27.5625036955475, 17.095800952562367, -3.289382127003975, -15.690193754602074, -13.264880420870277, -10.178544109904538, -82.95562927828954, 61.66631892849926, 38.220260975802645, 11.13383008639316, -80.27709885289944, -13.754046735611626, 24.266859386420098, 14.197114075709546, 34.35268812450797, -1.6353695865822466, 93.67807738126176, 89.12565382480588, -27.115195981407396, 44.764123658493965, -26.00945483002438, 33.061986354106544, 22.918313538259056, -12.671556810091769, 8.487408689361256, 32.58865089545031, 5.7258882492176575, -21.15674217903213]",person14
"[-2.7177020593133783, -32.52259661294238, 31.49727748806669, 29.87824185343466, 6.9568477877320145, 8.9743385479965, -0.6325222584346228, -10.315026853309307, -84.11184519912209, 13.002332148349623, 77.49986547674698, 31.513902799771262, -14.99620010533485, 34.218866386755685, -31.73259656944354, -16.891846383220656, -49.41351517709262, 29.81851808962854, -13.40106613252045, 15.366909720083783, 21.263441243285886, 14.485160861444609, -55.30024337035214, 2.7959699877502118, -50.30135087439854, -25.894167086692754, -34.76881596316998, 11.119738845712057, 13.223553889824835, -12.467373083057154, 23.253402020932974, 17.038924535519477, -13.550725333754478, 17.614419954388627, 8.531937087226414, -10.645649941859713, 1.0927160631569244, -71.89793455200972, -13.655401526226285, 20.97597476421432, 47.36165653738648, 44.10726023386368, -89.98116561526103, -30.548798110793232, 90.17014912924674, 12.213052060526213, 2.1655317501620104, 41.154165987512286, 36.55214540084492, 48.26316917454564, -11.943734735925489, -24.7999884691348, 4.64293411626194, 44.957473448901446, -40.780582565659365, -0.15947337543985896, 23.746354813026244, 27.366949225993643, 11.814088617000312, 5.865167045854541]",person0
